iso_code,X,qds,year,collector,number,family,species,sp_code,lat,long,pathway,weight,d.15NAIR,d.13CVPDB,X.N,X.C,C.N,d13_atmos,delta.disc,wetstart,wetend,wetlength,wetrain,wetdaily,wetlambda,avg_temp_anomaly,co2_ppm
317,196,2829CC,1979,"Smook, L.",1379,Poaceae,Koeleria capensis,KC,-28.875,29.125,C3,1.615,NA,-26.6,1.8,45,25.5,-7.539666667,19.58119307,116,260,144,808.689130434783,5.8291266352446,16.6518772237104,0.15207324922084808,334.91
318,188,2829CC,1938,"Acocks, J.P.H.",63,Poaceae,Koeleria capensis,KC,-28.875,29.125,C3,1.79,-0.6,-26.1,1.4,43,30.9,-6.9435,19.66988397,116,260,144,808.689130434783,5.8291266352446,16.6518772237104,-0.14855149388313293,309.57
319,317,3319CB,1976,"Du Toit, P.C.V.",1764,Poaceae,Pentameris pallida,PP,-33.625,19.375,C3,1.611,NA,-27.5,0.5,47.7,90.6,-7.4425,20.62467866,120,255,135,299.497807017544,2.52433250021667,11.541862341358,-0.4923199415206909,331.57
320,316,3319CB,1949,van Breda,341,Poaceae,Pentameris pallida,PP,-33.625,19.375,C3,1.785,NA,-27.8,1.6,47.9,29.3,-7.03233859,21.36151143,120,255,135,299.497807017544,2.52433250021667,11.541862341358,-0.4247433841228485,311.62
321,318,3319CB,1972,"Ellis, R.P.",1258,Poaceae,Pentameris pallida,PP,-33.625,19.375,C3,1.795,4.2,-28,1.9,47,25.1,-7.356,21.23868313,120,255,135,299.497807017544,2.52433250021667,11.541862341358,-0.5746741890907288,326.61
322,1,2231CA,1971,Stephen; Oakes,217; 1503,Poaceae,Digitaria eriantha,DE,-22.4156,31.0057,C4,1.74,NA,-11.1,0.9,46.1,49,-7.3475,3.794620285,136,249,113,369.203728070175,10.4661537988666,14.7888899504718,-0.37924015522003174,325.32
323,3,2231CA,2005,"Morrison, E; Klasen, M",4,Poaceae,Digitaria eriantha,DE,22.4227,-22.4227,C4,1.718,6.8,-13.6,2.1,47.3,22.5,-8.206351483,5.4680135,136,249,113,369.203728070175,10.4661537988666,14.7888899504718,0.2685295343399048,376.0279606666667
324,2,2231CA,1971,Stephen; Oakes,204; 1464,Poaceae,Digitaria eriantha,DE,-22.4413,31.0601,C4,1.723,NA,-11.3,0.9,45.7,49,-7.3475,3.997673713,136,249,113,369.203728070175,10.4661537988666,14.7888899504718,-0.37924015522003174,325.32
325,4,2231CA,2005,"Hauser, JR; Vaughan, AK",s.n.,Poaceae,Digitaria eriantha,DE,22.4129,-22.4129,C4,1.694,NA,-13,1.5,45.8,30.6,-8.206351483,4.856786744,136,249,113,369.203728070175,10.4661537988666,14.7888899504718,0.2685295343399048,376.0279606666667
326,5,2331DC,2007,"Bouchenak-Khelladi, Y",YBK 235,Poaceae,Digitaria eriantha,DE,-23.5233,31.3504,C4,1.828,1.3,-13.1,1.8,41.8,23.5,-8.26651815,4.897640946,126,238,112,418.774476190476,9.28140171514441,17.5826903727368,1.13901686668396,380.07962733333335
327,6,2331DC,1971,Stephen; Oakes,188; 1436,Poaceae,Digitaria eriantha,DE,-23.473,31.345,C4,1.785,1.4,-11.2,1.9,45.6,24.4,-7.3475,3.896136731,126,238,112,418.774476190476,9.28140171514441,17.5826903727368,-0.37961041927337646,325.32
328,36,2431DC,1971,Stephen; Oakes,172;1415,Poaceae,Digitaria eriantha,DE,-24.544,31.424,C4,1.925,4.3,-10.4,2.2,46.2,21,-7.3475,3.084579628,133,258,126,518.456306306306,10.5115291953912,15.8104456679589,-0.48004353046417236,325.32
330,37,2431DC,2005,"Policzer, JT",10,Poaceae,Digitaria eriantha,DE,-24.594,31.3541,C4,1.727,NA,-13.5,0.5,40.1,78.9,-8.206351483,5.366090742,133,258,126,518.456306306306,10.5115291953912,15.8104456679589,0.6439970135688782,376.0279606666667
331,38,2431DC,2003,"Pettit, N",61,Poaceae,Digitaria eriantha,DE,24.5753,-24.5753,C4,1.63,NA,-14.2,1.8,45.9,25.7,-8.15301815,6.134085869,133,258,126,518.456306306306,10.5115291953912,15.8104456679589,0.8098244071006775,372.348794
332,148,2531BB,1971,Stephen; Oakes,154;1394,Poaceae,Digitaria eriantha,DE,-25.0709,31.5458,C4,1.826,4.8,-11,2.6,45.5,17.3,-7.3475,3.693124368,130,250,120,462.369655612245,11.8958796671244,14.9870065903778,-0.48004353046417236,325.32
333,147,2531BB,2007,"Bouchenak-Khelladi, Y",YBK 133,Poaceae,Digitaria eriantha,DE,-25.1134,31.4619,C4,1.724,2.7,-13.5,2.4,47.4,19.4,-8.26651815,5.30510071,130,250,120,462.369655612245,11.8958796671244,14.9870065903778,0.8570203185081482,380.07962733333335
334,149,2531BB,2007,"Bouchenak-Khelladi, Y",YBK 163,Poaceae,Digitaria eriantha,DE,-25.1241,31.5547,C4,1.861,0.6,-12.5,2.8,43.4,15.3,-8.26651815,4.287070228,130,250,120,462.369655612245,11.8958796671244,14.9870065903778,0.8570203185081482,380.07962733333335
335,133,2531AB,1952,"van der Schijff, HP",224,Poaceae,Digitaria eriantha,DE,-25.1,31.1557,C4,1.901,3.2,-10.2,2.4,40.4,17,-6.996541783,3.236470213,118,261,143,782.59014084507,9.66583426421691,15.0770125644869,0.22367404401302338,312.43
336,144,2531AB,1953,"van der Schijff, HP",1652,Poaceae,Digitaria eriantha,DE,-25.1244,31.2201,C4,1.793,NA,-10.1,1.5,46.3,31.6,-7.010270232,3.121254438,118,261,143,782.59014084507,9.66583426421691,15.0770125644869,0.18216966092586517,312.85
337,142,2531AB,1953,"van der Schijff, HP",1511,Poaceae,Digitaria eriantha,DE,-25.1,31.1557,C4,1.821,NA,-10,1.5,44.2,30.4,-7.010270232,3.019929059,118,261,143,782.59014084507,9.66583426421691,15.0770125644869,0.18216966092586517,312.85
338,139,2531AB,1966,"van Wyk, P",4655,Poaceae,Digitaria eriantha,DE,-25.0923,31.1557,C4,1.833,2.9,-11.1,1.9,45.8,24.1,-7.235,3.908383052,118,261,143,782.59014084507,9.66583426421691,15.0770125644869,0.3230600357055664,320.12
339,146,2531AB,1954,"van der Schijff, HP",3395,Poaceae,Digitaria eriantha,DE,-25.1244,31.2201,C4,1.791,0.2,-11.2,1.9,45.9,23.9,-7.02960461,4.217632879,118,261,143,782.59014084507,9.66583426421691,15.0770125644869,-0.033230990171432495,313.37
340,136,2531AB,1952,"van der Schijff, HP",217,Poaceae,Digitaria eriantha,DE,-25.1,31.1557,C4,1.892,3.9,-9.9,1.9,45,24,-6.996541783,2.932489867,118,261,143,782.59014084507,9.66583426421691,15.0770125644869,0.22367404401302338,312.43
341,135,2531AB,1952,"van der Schijff, HP",216,Poaceae,Digitaria eriantha,DE,-25.1,31.1557,C4,1.754,2.5,-10.1,2.1,43.3,20.4,-6.996541783,3.135122959,118,261,143,782.59014084507,9.66583426421691,15.0770125644869,0.22367404401302338,312.43
342,145,2531AB,1953,"van der Schijff, HP",1642,Poaceae,Digitaria eriantha,DE,-25.1244,31.2201,C4,1.645,2.7,-10.1,1.4,42.9,30.2,-7.010270232,3.121254438,118,261,143,782.59014084507,9.66583426421691,15.0770125644869,0.18216966092586517,312.85
343,138,2531AB,1966,"van Wyk, P",4656,Poaceae,Digitaria eriantha,DE,-25.0923,31.1557,C4,1.78,NA,-10.9,1.4,46.6,33.1,-7.235,3.705388737,118,261,143,782.59014084507,9.66583426421691,15.0770125644869,0.3230600357055664,320.12
344,137,2531AB,1966,"van Wyk, P",4686,Poaceae,Digitaria eriantha,DE,-25.0923,31.1557,C4,1.767,1.4,-9.7,2.1,45.9,22.3,-7.235,2.489144704,118,261,143,782.59014084507,9.66583426421691,15.0770125644869,0.3230600357055664,320.12
345,141,2531AB,1953,"van der Schijff, HP",1668,Poaceae,Digitaria eriantha,DE,-25.1244,31.2201,C4,1.672,NA,-9,1.4,44.4,32.2,-7.010270232,2.007799968,118,261,143,782.59014084507,9.66583426421691,15.0770125644869,0.18216966092586517,312.85
346,140,2531AB,1953,"van der Schijff, HP",2096,Poaceae,Digitaria eriantha,DE,-25.0628,31.2225,C4,1.835,3.6,-9.3,1.9,46.2,24.5,-7.010270232,2.311224153,118,261,143,782.59014084507,9.66583426421691,15.0770125644869,0.18216966092586517,312.85
347,143,2531AB,1953,"van der Schijff, HP",1640,Poaceae,Digitaria eriantha,DE,-25.1,31.1557,C4,1.86,3.1,-9.8,2.1,46.5,21.8,-7.010270232,2.817339697,118,261,143,782.59014084507,9.66583426421691,15.0770125644869,0.18216966092586517,312.85
348,134,2531AB,1952,"van der Schijff, HP",376,Poaceae,Digitaria eriantha,DE,-25.1244,31.2201,C4,1.804,NA,-10.7,1.5,46.4,31.3,-6.996541783,3.743513815,118,261,143,782.59014084507,9.66583426421691,15.0770125644869,0.22367404401302338,312.43
